# Species	Genes	Alg.-Conn.	Anoxybacillus_flavithermus_WK1_ASM1904v1_genomic.g2d.faa	Bacillus_amyloliquefaciens_XH7_ASM22164v1_genomic.g2d.faa	Bacillus_anthracis_Ames_ASM83306v1_genomic.g2d.faa	Bacillus_clausii_KSM-K16_ASM982v1_genomic.g2d.faa	Bacillus_licheniformis_DSM_13___ATCC_14580_ASM842v1_genomic.g2d.faa	Bacillus_licheniformis_SCDB_14_ASM207409v1_genomic.g2d.faa	Bacillus_megaterium_DSM_319_ASM2580v1_genomic.g2d.faa	Bacillus_subtilis_subsp_subtilis_str_168_ASM904v1_genomic.g2d.faa	Bacillus_thuringiensis_BMB171_ASM9216v1_genomic.g2d.faa	Clostridioides_difficile_630_ASM920v1_genomic.g2d.faa	Clostridium_acetobutylicum_ATCC_824_ASM876v1_genomic.g2d.faa	Clostridium_beijerinckii_NCIMB_8052_ASM1696v1_genomic.g2d.faa	Clostridium_botulinum_A_str_ATCC_3502_ASM6358v1_genomic.g2d.faa	Clostridium_kluyveri_DSM_555_ASM1650v1_genomic.g2d.faa	Clostridium_novyi_NT_ASM1412v1_genomic.g2d.faa	Clostridium_perfringens_ATCC_13124_ASM1328v1_genomic.g2d.faa	Clostridium_tetani_E88_Massachusetts_substr_E88_ASM762v1_genomic.g2d.faa	Corynebacterium_glutamicum_CP_ASM144786v2_genomic.g2d.faa	Enterococcus_faecalis_V583_ASM778v1_genomic.g2d.faa	Geobacillus_kaustophilus_HTA426_ASM978v1_genomic.g2d.faa	Lactobacillus_acidophilus_NCFM_ASM1198v1_genomic.g2d.faa	Lactobacillus_brevis_ATCC_367_ASM1446v1_genomic.g2d.faa	Lactobacillus_casei_BL23_ASM2648v1_genomic.g2d.faa	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_ASM1440v1_genomic.g2d.faa	Lactobacillus_fermentum_IFO_3956_ASM1014v1_genomic.g2d.faa	Lactobacillus_helveticus_DPC_4571_ASM1538v1_genomic.g2d.faa	Lactobacillus_johnsonii_NCC_533_ASM806v1_genomic.g2d.faa	Lactobacillus_pentosus_BGM48_ASM285001v1_genomic.g2d.faa	Lactobacillus_plantarum_WCFS1_NCIMB8826_ASM20385v3_genomic.g2d.faa	Lactobacillus_reuteri_JCM_1112_ASM1000v1_genomic.g2d.faa	Lactobacillus_rhamnosus_GG_ASM335345v1_genomic.g2d.faa	Lactobacillus_sakei_DS4_ASM295365v1_genomic.g2d.faa	Lactobacillus_salivarius_UCC118_ASM892v1_genomic.g2d.faa	Lactococcus_lactis_subsp_cremoris_MG1363_ASM942v1_genomic.g2d.faa	Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293_ASM1444v1_genomic.g2d.faa	Oenococcus_oeni_PSU-1_ASM1438v1_genomic.g2d.faa	Paenibacillus_polymyxa_SQR-21_SQR21_ASM59798v1_genomic.g2d.faa	Pediococcus_pentosaceus_ATCC_25745_ASM1450v1_genomic.g2d.faa	Staphylococcus_aureus_subsp_aureus_NCTC_8325_ASM1342v1_genomic.g2d.faa	Streptococcus_agalactiae_2603V_R_ASM726v1_genomic.g2d.faa	Streptococcus_anginosus_J4211_ASM141263v1_genomic.g2d.faa	Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_ASM1070v1_genomic.g2d.faa	Streptococcus_equi_subsp_zooepidemicus_MGCS10565_MGCS10565_ATCC_BAA1716_ASM2076v1_genomic.g2d.faa	Streptococcus_gallolyticus_UCN34_ASM2718v1_genomic.g2d.faa	Streptococcus_gordonii_str_Challis_substr_CH1_ASM1700v1_genomic.g2d.faa	Streptococcus_intermedius_JTH08_ASM30680v1_genomic.g2d.faa	Streptococcus_lutetiensis_033_ASM44153v1_genomic.g2d.faa	Streptococcus_mitis_B6_ASM2716v1_genomic.g2d.faa	Streptococcus_mutans_UA159_ASM746v2_genomic.g2d.faa	Streptococcus_pneumoniae_D39_ASM1436v2_genomic.g2d.faa	Streptococcus_pyogenes_HSC5_ASM42204v1_genomic.g2d.faa	Streptococcus_pyogenes_MGAS5005_ASM1176v2_genomic.g2d.faa	Streptococcus_suis_P1_7_ASM9190v1_genomic.g2d.faa	Streptococcus_thermophilus_CNRZ1066_ASM1184v1_genomic.g2d.faa	Streptococcus_uberis_0140J_ASM954v1_genomic.g2d.faa	Tetragenococcus_halophilus_MJ4_ASM171281v1_genomic.g2d.faa
35	35	0.00153	Aflv_0907	BAXH7_02590	BF25_RS03650	*	BLi02645	B14_RS09070	BMD_4478	BSU24700	BMB171_C3908	*	*	*	*	*	*	*	*	*	*	GK2432	*	*	LCABL_11900	*	LAF_0547	*	*	BB562_06250	lp_2246	*	DU507_05165	C0213_07215	LSL_0427	llmg_2405	*	*	*	PEPE_1235	SAOUHSC_01639	*	SanJ4211_0221	SDEG_0137	Sez_0118	GALLO_0090	SGO_1921	SCIM_RS08230	KE3_RS00250	smi_0208	SMU_1983	SPD_1860	L897_00690	M5005_Spy0089	SSU0129	str1862	SUB0121	AC806_RS01075
18	18	0.794	Aflv_2684	BAXH7_03776	BF25_RS26425	ABC3842	BLi03878	B14_RS02980	BMD_5127	BSU36420	BMB171_C4881	CD630_01260	CA_C2859	Cbei_0424	CBO0162	CKL_3682	NT01CX_0524	CPF_2446	*	*	*	GK3334	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_046960	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.445	*	BAXH7_03756	BF25_RS12050	*	*	*	BMD_3815	BSU36220	BMB171_C2420	*	CA_C0820	Cbei_3416	CBO2130	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAOUHSC_00838	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.679	*	BAXH7_03735	BF25_RS15130	*	BLi01168	B14_RS15920	BMD_1393	BSU36060	BMB171_C1815	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.738	*	BAXH7_03733	BF25_RS23360	*	*	*	BMD_1395	BSU36040	BMB171_C0331	*	*	*	*	*	*	*	*	*	*	GK1707	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
46	46	0.516	Aflv_2562	BAXH7_03653	BF25_RS26890	ABC3067	BLi03772	B14_RS03505	BMD_5083	*	BMB171_C4772	CD630_01440	CA_C2845	Cbei_0434	CBO0175	CKL_3617	NT01CX_0508	*	CTC_00328	AC079_04645	*	GK3106	*	LVIS_0629	LCABL_10440	LBUL_0543	LAF_0334	lhv_0721	LJ_0847	BB562_13390	lp_0741	LAR_0355	*	*	LSL_1185	llmg_1547	LEUM_0184	OEOE_0554	PPSQR21_046390	PEPE_0430	SAOUHSC_00771	*	SanJ4211_0608	SDEG_0662	Sez_0721	GALLO_1500	*	SCIM_RS03040	KE3_RS07085	smi_1408	SMU_1326	SPD_0658	L897_02845	M5005_Spy0530	*	str1146	*	AC806_RS06880
56	56	0.493	Aflv_2546	BAXH7_03637	BF25_RS27005	ABC3058	BLi03758	B14_RS03575	BMD_5068	BSU35160	BMB171_C4754	CD630_34110	CA_C0503	Cbei_4863	CBO3386	CKL_3571	NT01CX_1275	CPF_0337	CTC_02503	AC079_07655	EF_0763	GK3085	LBA0689	LVIS_0649	LCABL_10710	LBUL_0550	LAF_0354	lhv_0730	LJ_0864	BB562_13175	lp_0773	LAR_0373	DU507_04810	C0213_02765	LSL_1174	llmg_2008	LEUM_0393	OEOE_0374	PPSQR21_046060	PEPE_0449	SAOUHSC_00780	SAG1709	SanJ4211_1634c	SDEG_1879	Sez_0349	GALLO_1904	SGO_1865	SCIM_RS01510	KE3_RS08510	smi_1925	SMU_1851	SPD_0176	L897_07450	M5005_Spy1550	SSU1625	str1748	SUB1551	AC806_RS04760
54	54	0.454	Aflv_2542	BAXH7_03626	BF25_RS27020	ABC3055	BLi03746	B14_RS03630	BMD_5063	BSU35000	BMB171_C4752	CD630_34090	CA_C1089	Cbei_1408	CBO2608	CKL_1489	NT01CX_1656	CPF_1261	CTC_01010	*	EF_1749	GK3082	*	LVIS_0641	LCABL_10590	LBUL_0545	LAF_0337	lhv_0723	LJ_0849	BB562_13330	lp_0754	LAR_0358	DU507_04775	C0213_02725	LSL_1178	llmg_0582	LEUM_0597	OEOE_0563	PPSQR21_001620	PEPE_0441	SAOUHSC_00781	SAG0736	SanJ4211_0714	SDEG_0599	Sez_1358	GALLO_1536	SGO_0736	SCIM_RS05620	KE3_RS07260	smi_0716	SMU_754	SPD_1244	L897_02630	M5005_Spy0484	SSU1419	str0666	SUB0577	AC806_RS06780
28	28	0.458	Aflv_2536	BAXH7_03620	BF25_RS18100	ABC3049	BLi03737	B14_RS03670	BMD_5058	BSU34920	BMB171_C1243	CD630_15480	CA_C0936	Cbei_1316	CBO1566	CKL_1294	NT01CX_1061	*	*	AC079_08295	*	GK3076	*	*	LCABL_16560	*	LAF_0756	*	*	BB562_04895	lp_2560	*	DU507_07535	*	*	llmg_1296	*	*	PPSQR21_001680	*	SAOUHSC_03014	*	*	*	*	*	SGO_1409	*	KE3_RS06615	*	SMU_1271	*	*	*	*	*	*	*
29	29	0.615	Aflv_2534	BAXH7_03618	BF25_RS18090	ABC3047	BLi03735	B14_RS03680	BMD_5056	BSU34900	BMB171_C1245	CD630_15500	CA_C0938	Cbei_1319	CBO1568	CKL_1297	NT01CX_1064	*	*	AC079_10190	*	GK3074	*	*	LCABL_16540	*	LAF_0758	*	*	BB562_04905	lp_2558	*	DU507_07520	*	*	llmg_1294	LEUM_1553	*	PPSQR21_001700	*	SAOUHSC_03011	*	*	*	*	*	SGO_1407	*	KE3_RS06600	*	SMU_1268	*	*	*	*	*	*	*
53	53	0.52	Aflv_0128	*	BF25_RS24630	ABC0173	BLi00157	B14_RS21065	BMD_0157	BSU01390	BMB171_C0128	CD630_00940	CA_C3109	Cbei_0175	CBO3457	CKL_0247	NT01CX_1139	CPF_2690	*	AC079_03460	EF_0229	GK0129	*	LVIS_1668	LCABL_26490	LBUL_0372	LAF_1493	lhv_0334	LJ_0358	BB562_11995	lp_1059	LAR_1372	DU507_12830	C0213_09515	LSL_1413	llmg_2358	LEUM_0217	OEOE_0616	PPSQR21_045120	PEPE_1396	SAOUHSC_02489	SAG0080	SanJ4211_1760c	SDEG_0093	Sez_0078	GALLO_0072	SGO_1963	SCIM_RS08550	KE3_RS01815	smi_1883	SMU_2004	SPD_0215	L897_00495	M5005_Spy0066	SSU0095	str1912	SUB0090	AC806_RS10225
29	29	0.641	Aflv_2531	BAXH7_03615	BF25_RS18075	ABC3044	BLi03732	B14_RS03695	BMD_5053	BSU34870	BMB171_C1248	CD630_15530	CA_C0941	Cbei_1322	CBO1572	CKL_1300	NT01CX_1066	*	*	AC079_10160	*	GK3071	*	*	LCABL_16510	*	LAF_0761	*	*	BB562_04920	lp_2554	*	DU507_07505	*	*	llmg_1290	LEUM_1550	*	PPSQR21_001730	*	SAOUHSC_03008	*	*	*	*	*	SGO_1404	*	KE3_RS06585	*	SMU_1264	*	*	*	*	*	*	*
53	53	0.442	Aflv_2526	BAXH7_03603	BF25_RS27060	ABC3036	BLi03725	B14_RS03730	BMD_5048	BSU34770	BMB171_C4744	CD630_34000	CA_C0511	Cbei_4857	CBO3377	CKL_3564	NT01CX_1284	CPF_0343	CTC_02495	AC079_08720	EF_0766	GK3066	*	LVIS_0651	LCABL_10730	LBUL_0556	LAF_0356	lhv_0732	LJ_0866	BB562_13150	lp_0779	LAR_0375	DU507_04835	C0213_02775	LSL_1171	llmg_1557	*	*	PPSQR21_001790	PEPE_0450	SAOUHSC_00787	SAG0531	SanJ4211_0809	SDEG_0670	Sez_0730	GALLO_0729	SGO_0954	SCIM_RS04070	KE3_RS07000	smi_1556	SMU_1306c	SPD_1396	L897_02895	M5005_Spy0539	SSU0575	str0831	SUB0630	AC806_RS04765
54	54	0.366	Aflv_2525	BAXH7_03602	BF25_RS27065	ABC3035	BLi03724	B14_RS03735	BMD_5047	BSU34760	BMB171_C4743	CD630_33990	CA_C0512	Cbei_4856	CBO3376	CKL_3563	NT01CX_1285	*	CTC_02494	AC079_08715	EF_0767	GK3065	*	LVIS_0652	LCABL_10740	LBUL_0557	LAF_0357	lhv_0733	LJ_0867	BB562_13145	lp_0780	LAR_0376	DU507_04840	C0213_02780	LSL_1170	llmg_1556	LEUM_0394	OEOE_0568	PPSQR21_001800	PEPE_0451	SAOUHSC_00788	SAG0532	SanJ4211_0810	SDEG_0671	Sez_0731	GALLO_0730	SGO_0955	SCIM_RS04075	KE3_RS06995	smi_1555	SMU_1305c	SPD_1395	L897_02900	M5005_Spy0540	SSU0576	str0832	SUB0631	AC806_RS04770
19	19	0.337	Aflv_1141	BAXH7_03594	BF25_RS20605	*	BLi03714	B14_RS03785	BMD_2586	BSU34660	BMB171_C0770	*	*	Cbei_5036	CBO3348	*	NT01CX_1171	CPF_1731	CTC_01424	AC079_05015	EF_3004	*	*	*	*	*	*	*	*	*	*	*	*	*	*	llmg_0063	*	*	PPSQR21_037310	*	*	*	*	*	*	GALLO_1416	*	*	KE3_RS06370	*	*	*	*	*	*	*	*	*
55	55	0.472	Aflv_2517	BAXH7_03530	BF25_RS27145	ABC3020	BLi03664	B14_RS04030	BMD_5037	BSU33930	BMB171_C4729	CD630_31730	CA_C0710	Cbei_0598	CBO0227	CKL_3381	NT01CX_1411	CPF_1510	CTC_00379	AC079_08700	EF_1963	GK3057	LBA0699	LVIS_0662	LCABL_11310	LBUL_0568	LAF_0364	lhv_0744	LJ_0873	BB562_13095	lp_0790	LAR_0382	DU507_04875	C0213_03425	LSL_1165	llmg_0253	LEUM_1921	OEOE_0638	PPSQR21_001890	PEPE_0460	SAOUHSC_00796	SAG1766	SanJ4211_0213	SDEG_1934	Sez_0272	*	SGO_0209	SCIM_RS08280	KE3_RS08840	smi_0346	SMU_361	SPD_0445	L897_08005	M5005_Spy1599	SSU0154	str1782	SUB1629	AC806_RS07030
20	20	0.782	Aflv_2515	BAXH7_03528	BF25_RS27155	ABC3018	BLi03662	B14_RS04040	BMD_5035	BSU33910	BMB171_C4727	CD630_31710	CA_C0712	Cbei_0600	CBO0229	CKL_3379	NT01CX_1413	CPF_1508	CTC_00381	*	*	GK3055	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_001910	*	SAOUHSC_00798	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
54	54	0.551	Aflv_2498	BAXH7_03487	BF25_RS27305	ABC3004	BLi03641	B14_RS04135	BMD_5031	BSU33610	BMB171_C4701	CD630_31640	CA_C0715	Cbei_0633	CBO0232	CKL_3376	NT01CX_1417	CPF_1502	CTC_00384	*	EF_2617	GK3044	*	LVIS_0669	LCABL_11390	LBUL_1705	LAF_0370	lhv_0472	LJ_0877	BB562_13060	lp_0797	LAR_0389	DU507_04920	C0213_07750	LSL_1156	llmg_1586	LEUM_1726	OEOE_1439	PPSQR21_001940	PEPE_0464	SAOUHSC_00803	SAG1482	SanJ4211_0857	SDEG_0538	Sez_1418	GALLO_1623	SGO_0719	SCIM_RS05080	KE3_RS07475	smi_0976	SMU_1607	SPD_0862	L897_02260	M5005_Spy0414	SSU1219	str0625	SUB0523	AC806_RS07005
55	55	0.456	Aflv_2497	BAXH7_03486	BF25_RS27310	ABC3002	BLi03640	B14_RS04140	BMD_5030	BSU33600	BMB171_C4700	CD630_31570	CA_C0716	Cbei_0634	CBO0234	CKL_3375	NT01CX_1418	CPF_1501	CTC_00385	AC079_04660	EF_2616	GK3043	LBA0450	LVIS_0670	LCABL_11400	LBUL_1704	LAF_0371	lhv_0473	LJ_0878	BB562_13055	lp_0799	LAR_0390	DU507_04925	C0213_07745	LSL_1155	llmg_1902	LEUM_1725	OEOE_1438	PPSQR21_001950	PEPE_0465	SAOUHSC_00804	SAG1481	SanJ4211_0858	SDEG_0539	Sez_1417	*	SGO_0720	SCIM_RS05075	KE3_RS07470	smi_0977	SMU_1606	SPD_0863	L897_02265	M5005_Spy0415	SSU1218	str0626	SUB0524	AC806_RS07000
11	11	0.733	Aflv_2335	BAXH7_03465	BF25_RS21160	ABC3945	BLi03537	B14_RS04680	BMD_3189	BSU33470	BMB171_C0665	*	*	*	*	*	*	*	*	*	*	GK0568	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_004910	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
10	10	0.344	*	BAXH7_03444	BF25_RS09455	ABC3221	BLi03273	B14_RS05940	*	BSU14690	BMB171_C2905	*	*	*	*	*	*	*	CTC_01926	*	*	GK2886	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_021790	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.299	*	*	BF25_RS14975	*	BLi01287	B14_RS15285	*	*	BMB171_C1849	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_051270	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.855	*	*	BF25_RS10540	ABC2138	BLi02305	B14_RS10755	BMD_1408	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.638	*	*	BF25_RS01620	*	BLi02206	B14_RS11275	BMD_2632	*	BMB171_C4275	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_040550	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.636	*	*	BF25_RS16655	*	BLi02186	B14_RS11375	*	BSU18270	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.368	Aflv_1278	*	BF25_RS12720	*	BLi02138	B14_RS11625	*	*	BMB171_C2248	*	*	*	*	*	*	*	*	*	*	GK1485	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.888	*	*	BF25_RS20925	*	BLi02018	B14_RS12225	BMD_2758	*	BMB171_C0708	*	*	*	CBO0482	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.662	*	*	BF25_RS19760	*	BLi01999	B14_RS12310	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.348	*	*	BF25_RS10045	ABC0526	BLi01985	B14_RS12390	BMD_3187	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.928	*	*	BF25_RS11675	*	BLi01936	B14_RS12645	*	*	BMB171_C2482	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.683	Aflv_1607	*	BF25_RS08130	*	BLi01579	B14_RS14400	BMD_2383	BSU18750	BMB171_C3148	*	*	*	*	*	*	*	*	*	*	GK0182	*	*	*	*	*	*	*	*	*	*	*	*	*	llmg_0381	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.64	Aflv_2018	*	BF25_RS18535	*	BLi01506	B14_RS14530	BMD_1218	BSU13509	BMB171_C1165	*	*	*	*	*	*	*	*	*	*	GK0940	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.748	*	*	BF25_RS10890	ABC1200	BLi01408	B14_RS14695	*	BSU13070	BMB171_C2629	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
8	8	0.621	*	*	BF25_RS16640	ABC0214	BLi02524	B14_RS09685	BMD_3441	BSU23680	BMB171_C1543	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_021650	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.348	*	*	BF25_RS15450	ABC1948	BLi01188	B14_RS15800	BMD_4048	*	BMB171_C1766	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAOUHSC_00080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.45	*	*	BF25_RS09195	ABC0335	BLi01183	B14_RS15825	BMD_4054	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_023550	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.531	*	*	BF25_RS08280	*	BLi01166	B14_RS15930	*	BSU11090	BMB171_C3125	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.379	*	*	BF25_RS08105	*	BLi01136	*	BMD_3483	BSU12110	BMB171_C3152	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.747	*	*	BF25_RS18840	*	BLi01045	B14_RS16575	*	*	BMB171_C1108	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.932	*	*	BF25_RS18845	*	BLi01044	B14_RS16580	*	*	BMB171_C1107	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.584	Aflv_0353	*	BF25_RS22530	ABC1312	BLi00886	B14_RS17355	BMD_0404	BSU08640	BMB171_C0446	*	*	*	*	*	*	*	*	*	*	GK0464	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.538	*	*	BF25_RS09765	*	BLi00846	B14_RS17570	*	BSU01830	BMB171_C2855	*	*	*	*	*	*	*	*	*	*	GK0442	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAOUHSC_00412	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	7	0.672	*	*	BF25_RS09770	*	BLi00845	B14_RS17575	*	BSU01845	BMB171_C2854	*	*	*	*	*	*	*	*	*	*	GK0443	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	SAOUHSC_00413	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.598	*	*	BF25_RS09775	*	BLi00844	B14_RS17580	*	BSU01860	BMB171_C2853	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.459	*	*	BF25_RS13555	*	BLi04184	B14_RS01495	*	*	BMB171_C2081	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.321	*	*	BF25_RS11580	ABC0324	*	*	BMD_1901	*	BMB171_C2499	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_029190	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	BF25_RS13045	ABC0259	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	BF25_RS13050	ABC0258	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.816	*	*	BF25_RS24540	ABC0203	*	*	*	*	BMB171_C0146	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_044960	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	BF25_RS20475	ABC0085	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	BF25_RS17010	ABC0062	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.764	Aflv_0341	*	BF25_RS22585	*	*	B14_RS17425	BMD_0393	*	BMB171_C0437	*	*	*	*	*	*	*	*	*	*	GK0449	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.678	*	*	BF25_RS13170	*	BLi04371	B14_RS00660	*	*	BMB171_C2146	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	PPSQR21_006040	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.649	*	*	BF25_RS27010	*	BLi04231	B14_RS01270	BMD_2808	*	*	*	*	*	*	*	*	*	*	*	*	GK3221	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	0.712	*	*	BF25_RS19465	*	BLi04208	B14_RS01390	*	*	BMB171_C0993	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
10	10	0.415	*	*	BF25_RS10225	ABC1922	BLi00753	B14_RS18035	*	*	BMB171_C2766	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_29810	*	*	*	*	*	lp_2082	*	DU507_14515	*	*	*	*	*	PPSQR21_010560	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS10520
7	7	0.735	*	*	BF25_RS26800	ABC0587	BLi04097	B14_RS01915	*	*	BMB171_C4798	*	*	*	*	*	*	*	*	AC079_11880	*	GK1668	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
